Gene,H1hESC_rep1,H1hESC_rep2,H9hESC_rep1,H9hESC_rep2,hNSC_rep1,hNSC_rep2
BTBD12,5.575978,5.806311,5.791641,5.916585,6.76521,6.663138
OR5H1,2.6396,2.650081,3.571233,2.183121,1.202793,2.770105
LRP6,3.888379,4.052024,3.521313,2.848227,3.684325,3.722094
LILRB5,1.770615,2.184041,2.476109,2.434518,2.45143,2.883736
ITGB8,2.683607,2.357835,2.154171,3.013588,4.391864,4.233981
SIPA1L2,8.127396,7.760985,6.936614,6.740199,9.594753,9.544268
TMEM16G,1.901495,1.890346,1.554874,1.751979,1.39996,2.051735
FGF14,1.816809,1.811239,2.13274,1.8541,3.069662,1.923683
ZBTB32,2.181037,2.4088,2.768373,1.813014,2.526413,1.792003
PHF20L1,6.451375,6.477141,6.187165,5.874387,7.529969,7.385099
LOC643253,1.415806,1.805697,1.887951,1.775238,2.276581,1.641314
BCAS1,2.712674,2.189156,1.95777,1.895526,2.962375,1.485466
DLG2,3.190347,2.438088,3.331781,2.17823,4.164208,4.067128
RAB36,1.675989,2.683998,2.353059,2.685122,5.235363,4.993772
SEC31L2,2.558087,2.946442,3.348919,1.709611,4.006495,3.589852
ANAPC2,3.262177,1.635587,2.282595,2.011958,3.538686,2.763547
LOC285908,3.377937,3.503016,4.143948,4.115828,4.556614,4.494393
NOC4L,6.48722,6.791958,6.368359,6.357067,6.531212,6.442827
RASSF7,8.269981,8.449902,7.873533,7.89451,5.463277,5.578625
KIAA1219,6.176894,5.891749,6.6881,6.656459,5.621587,5.778181
IFNA16,1.809898,2.362453,2.011784,1.881775,1.530363,1.925107
GIT1,5.376005,5.17321,5.353737,5.007487,6.035337,5.830487
THSD1,1.393338,2.556818,2.219983,1.831381,6.034623,6.139583
FBXO11,6.76521,6.821305,6.648401,6.762539,4.78082,5.054151
LOC349236,2.015468,3.041184,3.334341,3.448986,3.404955,3.967558
NRBP2,7.129987,7.411215,6.97038,6.665945,8.503934,8.462102
LOC56964,1.803573,1.726814,1.428251,1.27028,1.548229,2.290112
PSMD8,8.141102,8.263088,7.857595,8.094873,8.512745,8.508457
ADORA3,1.178,1.559449,1.114271,1.961025,2.463818,1.261726
CD163,2.045226,2.167132,2.059389,1.322796,3.176469,2.185322
CYSLTR1,1.582318,1.612708,1.755577,1.303711,1.507055,2.055213
LOC652236,2.382183,1.649506,1.660329,1.981069,1.847872,1.358349
C1RL,4.455122,3.748054,4.830887,4.900467,4.755516,4.984645
ARS2,1.649427,2.175504,2.312351,2.050376,1.953124,2.150232
C1ORF158,1.441169,2.030707,2.185211,2.195757,1.476535,2.207336
EIF2A,8.642143,8.712757,8.810946,8.929557,8.202942,8.206024
PIGB,5.894068,5.719795,6.266372,6.484719,6.065037,6.191666
ITGB3,1.66064,1.366985,1.93802,1.526931,1.673414,2.28635
CALML3,2.477089,1.982041,1.541906,1.814271,2.016947,1.939207
SH3BGR,3.366286,3.152586,2.44231,4.257601,4.25031,3.528305
PREI3,8.157205,7.950307,8.401473,8.610027,8.280896,8.316602
QRSL1,3.121502,2.531534,2.697187,2.458486,4.313831,4.247039
MAST1,4.646109,5.020362,5.615843,5.033058,4.978826,5.207745
FLJ13149,7.529489,7.500849,7.721277,7.58288,7.36688,7.518964
LARP2,7.917976,7.903496,8.141539,8.241263,6.259338,6.254932
CDC25A,6.324367,6.528641,5.481913,6.158394,4.763314,4.856121
CSF1,2.153894,2.210119,2.13444,2.696722,4.060736,4.397634
MFAP5,2.881219,3.261865,2.325646,2.362164,3.194015,2.214772
CCNE1,2.420277,3.263442,4.531188,4.255911,2.69089,2.052581
PRKCQ,7.477221,7.293934,8.1875,8.40565,5.861413,5.908974
RNASE11,1.675199,2.022441,1.890256,1.528449,2.400583,1.872721
KCNMB3,3.236424,1.99868,2.517756,2.463818,2.274348,2.065793
POGZ,2.844388,3.803258,3.172913,2.036378,3.059451,3.440972
HSD3B2,1.758366,1.349669,1.51072,1.641757,2.695615,1.542526
GOLGA3,7.892513,7.976685,7.589588,7.419525,8.640826,8.775104
LOXL3,5.492609,5.632766,5.565394,5.888725,6.319116,6.324367
HMGB3,8.607772,8.627673,8.795803,8.995706,7.78461,7.658713
NARG1L,5.048886,4.79283,5.328978,5.021818,4.457956,4.513997
C20ORF134,2.246333,2.298144,2.148819,1.766056,2.582159,2.773699
ZNF366,2.274744,1.756674,2.138433,1.932961,2.190012,2.735788
RGS10,6.812952,7.421456,7.33376,7.513044,6.301229,6.387728
GPR123,1.940077,1.654406,2.172047,2.024255,2.369528,2.648149
UCP3,2.327595,1.819221,3.08018,2.318213,2.21337,2.874664
CDC14B,10.953201,10.796069,8.875565,8.753879,8.727089,8.582085
SPG21,5.682878,5.222688,6.135393,6.285945,4.612697,4.549865
TFB1M,7.809373,7.689771,7.237342,7.308346,6.039622,6.104219
GPLD1,2.191069,1.849471,2.095067,1.426238,1.574299,1.395252
ART5,4.543914,3.412213,4.148951,4.290237,1.629419,1.761927
AKT3,1.318174,2.299943,3.421405,2.305071,2.305452,2.318612
NDUFC1,8.216907,8.096374,8.498562,8.31211,7.566103,7.539165
MTF2,7.251041,6.981921,7.285608,6.875265,5.06048,4.745669
TFEB,2.277322,3.104629,1.855646,1.603243,2.14475,2.496928
NEDD4L,7.267459,7.037705,6.727515,6.842525,8.293964,8.353046
SNAP91,3.826947,3.948176,4.575114,4.860835,5.750827,5.586349
DHX35,6.649186,6.363517,6.263262,6.252914,6.252914,6.326797
CDH18,2.411497,1.862248,1.777543,1.810588,2.241378,2.073387
MPP1,4.378339,5.075487,4.287727,4.961345,5.066112,5.235775
AZI2,4.61154,4.876023,5.474288,5.516089,5.64161,5.159159
HIST1H1T,1.818226,1.620544,1.655896,1.133469,1.318441,1.732996
AKAP7,7.174427,6.995055,7.514479,7.640618,8.334223,8.533907
IMP3,9.88625,10.055485,10.104638,10.191447,9.215925,9.176592
TRMU,5.360704,5.5187,4.958703,4.139235,5.386547,5.191991
ANKRD45,2.347539,2.062671,3.009673,1.83701,2.292455,2.790314
PAGE3,1.717523,1.743653,1.882636,1.419646,2.291412,2.158929
REEP1,4.20395,3.807043,3.696064,3.536659,6.710466,6.84138
RIOK3,1.545759,2.592665,1.339055,1.951289,1.436956,2.678231
COL12A1,5.283746,5.469949,4.635496,4.449965,3.376712,3.808002
LOC374395,8.989158,9.070037,8.82425,8.88229,9.384188,9.296992
MT1B,2.072426,1.838021,1.75509,1.587065,2.059269,2.654071
RNF190,1.863932,2.583505,1.550493,2.807467,2.265333,1.722326
FSD1,6.715944,6.798185,6.724597,6.523079,5.886059,5.875252
LOC348262,7.165438,7.583363,7.862316,7.838678,8.802021,8.841236
PCAF,1.708481,1.593824,1.490814,2.617323,2.013237,2.941856
IGF2BP1,3.802302,3.979174,4.508662,5.108955,1.663118,2.69089
JUP,9.295251,9.341817,8.888935,8.682514,5.654085,5.324703
PGBD5,5.970218,6.120181,6.469362,6.056647,5.400111,5.703956
TCF7L1,7.063181,7.302197,7.259582,7.005514,6.239082,6.310115
XKR9,1.954624,1.279946,1.939863,1.424113,1.880987,1.609997
GALR2,3.499694,4.586369,3.526684,3.471961,2.094972,1.817131
MGC15476,5.486314,5.529104,5.998369,6.366403,8.088917,8.166022
LOC90379,4.995022,4.854175,5.050253,5.208581,5.379703,5.29337
SYNPR,2.763547,2.869182,3.016569,2.544617,3.694565,4.069021
ARHGEF11,4.77077,5.240988,5.449976,4.688692,5.289496,5.176107
FAM100A,7.53439,7.488676,7.065103,6.825926,6.493047,6.436668
SLC35F4,3.252948,2.58051,3.086854,2.394921,3.031076,2.647283
OGDH,6.574809,6.775442,6.156378,6.131973,6.680235,6.663463
SH2D2A,1.763485,1.318441,2.119647,1.981824,2.465429,1.785798
RUNDC1,6.779218,6.655394,6.731259,6.822304,7.356472,7.461711
C20ORF114,1.530552,1.767098,1.949133,2.744473,1.564194,1.730086
TCEB2,10.811755,10.853943,10.515183,10.844365,11.413783,11.351565
DNMT3B,6.527866,6.387728,5.936261,5.72696,1.748824,2.871887
PREB,6.576835,6.406031,6.397838,6.361412,6.635516,6.743387
PDCD6,9.49366,9.512359,9.568027,9.604536,9.60845,9.557772
RNUT1,7.439279,7.220627,7.644772,7.474796,7.960304,7.855395
MMD,8.815772,8.806361,9.336825,9.230433,8.402936,8.457424
FKBP8,4.79283,4.598621,4.439399,4.93062,4.357276,4.620249
IARS,9.538479,9.338168,9.916269,9.741799,8.483357,8.445892
ADRA2C,2.811516,3.096362,2.907602,2.681218,2.920701,2.512964
GTF3C4,4.141456,3.941816,3.268167,4.082732,2.893076,2.307529
BAG1,2.762431,3.327813,3.43799,1.698656,2.708586,2.686776
SIRT3,1.965506,1.964142,2.470248,2.641565,2.10338,1.880901
UBL7,7.006815,6.910249,7.097941,6.885327,6.43401,6.333554
SIRPB1,1.88055,2.280034,2.072699,1.667456,1.517258,2.857189
DHRS9,1.424685,1.578988,1.423175,1.887842,1.758873,1.946224
C10ORF118,4.262838,3.031076,2.651916,2.581227,3.769486,2.861331
CLSTN3,4.164695,3.961517,3.312406,3.886214,4.93062,5.240988
DCLRE1A,5.732075,5.632458,5.772466,6.233098,6.287382,6.303526
LDLRAD2,1.80255,2.219057,2.20079,1.910106,2.439552,2.110783
TATDN2,5.976643,5.585006,5.599409,5.906125,6.859942,6.51122
GDI1,7.033652,7.287495,7.075522,6.818692,8.91689,8.951916
CGA,3.630467,2.774807,1.588045,2.974719,1.580185,1.265136
LOC196463,5.977469,6.290678,6.042478,6.150348,5.89327,5.861413
TCEAL3,8.051214,7.980588,8.455394,8.455394,9.370654,9.285148
EXOSC3,8.351574,8.399532,8.642942,8.526241,7.063915,7.120766
RNGTT,7.969592,8.018508,8.49965,8.570937,7.618078,7.446288
RASSF1,5.477004,5.173881,5.54545,5.793513,6.772142,6.566376
SPPL2A,7.465533,7.559221,7.345346,7.222647,7.684959,7.644191
DDOST,10.01612,10.150433,9.921972,9.853168,9.584053,9.452499
FLJ20582,8.321696,8.076943,8.402317,8.529755,7.518014,7.467619
TMEPAI,5.71817,6.064429,6.041509,5.942214,6.067675,5.995524
DNMT3B,2.114317,1.9787,2.529611,2.914273,2.22762,3.701882
DUSP18,5.40839,5.486074,5.201476,4.995513,6.075806,6.01942
MAPRE3,4.147571,3.859136,4.605806,4.243463,6.126268,6.182878
OR52E4,2.394341,1.436651,1.325817,2.729679,2.678231,1.504399
GCN1L1,7.840201,7.737264,8.199445,8.290971,7.087931,7.048685
DPF2,8.407294,8.513482,8.776161,8.94298,8.728108,8.828739
C19ORF36,2.135959,1.91185,1.955418,2.155047,3.191736,2.667105
TPH2,1.566583,2.258819,2.104126,1.653553,2.518071,2.21337
GPX4,10.38275,10.608424,10.666652,10.705697,11.076886,10.990962
PAX2,2.748519,1.52403,2.596457,2.998858,3.006402,2.583786
RORC,1.477749,2.902099,1.227878,1.451001,1.835405,2.263001
DPF3,1.993349,1.71828,3.019276,2.021928,6.532189,6.55104
BNIP1,3.58299,3.615972,4.306756,4.989079,5.357593,5.359986
C14ORF133,5.751571,5.712546,5.942214,6.510923,5.970613,5.896323
LOC91461,8.541919,8.626994,7.422791,7.350312,4.818604,4.922832
PEBP4,1.826601,1.931744,1.958147,1.640644,3.04598,1.89097
KIF2,7.847698,7.889702,8.056527,7.893399,7.680037,7.794325
ACCN3,4.088049,3.421112,3.821108,4.3937,3.399754,4.259473
BSDC1,7.40789,7.414345,7.011843,7.060396,7.555763,7.730679
C1ORF19,7.209202,7.109631,7.663299,7.709049,8.233035,8.106801
ARID1A,3.02219,1.429362,2.468758,2.106528,1.187561,2.076013
OVGP1,5.149838,4.897241,5.24533,5.163851,5.053397,5.070212
SLC9A3,3.695243,2.140055,3.107429,1.803173,1.971168,2.948681
LRRC20,1.86176,2.174456,2.68568,1.357287,1.230726,1.972315
MTAC2D1,5.265434,4.901351,5.220898,5.673539,1.409392,1.114271
WWOX,3.42974,2.060661,2.430665,2.819811,1.898537,2.02669
SRRM2,9.799088,10.013274,9.702074,9.701503,9.728379,9.677757
ZNF77,5.067155,4.820947,5.372898,5.383835,5.411274,5.716108
BDKRB1,1.79916,2.113141,1.838784,2.076013,1.752724,2.180565
ALPK3,2.692238,2.616748,2.087649,1.757794,1.468178,2.080415
SPAG4L,1.698758,2.472053,1.953003,3.614042,1.96423,3.227705
ATG9B,1.782494,2.03014,1.777202,2.262004,1.557051,2.02178
ICAM4,2.854258,2.444207,2.305218,1.991571,1.950751,2.576664
SLC5A12,2.453129,1.560445,2.923956,2.267296,2.165232,1.330939
OR9I1,1.781976,2.268663,2.061104,1.714722,2.15795,3.050449
MEP1B,2.85315,2.766383,3.186245,2.758378,2.157677,2.126669
MAP4,2.090371,1.950655,1.632782,2.425077,3.616808,3.400986
FRG1,7.329198,7.498224,7.267931,7.584352,6.87882,7.008615
MANEA,4.88916,4.222986,3.839257,3.88121,2.779348,2.582655
CHST13,6.566866,6.753583,5.250454,5.486074,1.523717,1.474072
ZNF519,6.740585,6.830548,5.850484,6.125287,5.617197,5.542788
VPS16,5.039735,4.412638,4.803667,4.294756,5.460105,5.134842
ARHGDIA,8.260806,8.45585,8.40069,8.236422,9.448771,9.382845
LILRA1,2.303333,1.879644,2.254159,1.826213,2.934711,2.440787
C6ORF182,1.749799,1.979273,2.862,2.031064,2.107138,2.704632
PRSS1,2.49676,1.843012,1.557718,1.871213,1.581118,2.576855
ZMYND11,2.001202,1.813693,2.520189,2.751333,2.563787,2.424278
ATP2B2,1.975193,2.009048,1.629742,1.574891,2.375524,1.94146
AKAP4,1.810119,1.890778,2.314476,1.665671,2.01763,2.287538
PJA1,3.778282,3.641657,4.993242,5.528562,5.596578,5.585006
HSPA4,6.575463,6.671775,7.004049,6.8922,5.216577,4.511794
NUP88,9.315294,9.350036,9.546534,9.572936,8.467373,8.374574
MKI67,3.85649,4.5008,3.030739,4.397095,6.354233,6.247122
MTHFR,4.097625,3.118569,3.291119,2.815219,5.807678,5.606788
SELPLG,1.20563,2.2298,2.016947,1.296712,2.130242,2.941475
THSD3,1.597624,2.080415,1.383665,1.210368,1.742535,2.573841
NR2C1,5.948915,5.830249,5.3075,5.489751,4.81534,4.78082
CD79A,2.580005,2.376223,2.429504,1.843519,2.709117,3.546132
NTRK3,2.846669,2.275049,2.94672,3.489401,6.206502,6.144522
SFT2D1,10.137395,10.185991,9.65333,9.733519,9.571899,9.560425
CUZD1,5.489357,5.484319,7.028804,7.37102,2.201628,3.038213
BBOX1,2.19625,1.808215,2.396193,1.440537,7.647946,7.457094
LOXL1,2.24494,4.100079,4.261973,2.988302,2.028886,2.75909
GSCL,1.673414,1.883328,3.175678,1.912895,2.309885,2.039123
P2RX5,1.2666,3.802302,2.313699,1.956244,2.267818,3.012211
PPM1B,5.271916,4.827473,3.643247,1.977581,1.776552,2.103902
FLJ11184,2.757439,2.118485,2.693852,2.799431,2.419151,2.126987
C14ORF103,4.153488,3.610157,4.068611,4.442646,3.853576,3.624303
KLF6,8.566702,8.209692,7.662116,7.387765,9.857448,10.011117
ING1,1.834809,1.749734,1.891527,1.927965,2.885871,2.013432
03-Mar,5.482457,5.256614,5.26376,5.804937,2.749978,3.762032
OR4N4,1.985153,1.853464,2.095232,1.364113,1.21988,1.613043
A4GALT,4.079591,4.77958,5.975284,6.294912,2.394609,2.34502
FBXL5,1.791254,1.715933,1.61593,1.68648,1.848278,1.733677
ULK1,9.251247,9.288485,9.153205,9.067663,8.687134,8.63423
TEAD1,2.651137,1.52898,2.645549,2.245403,2.563349,2.671733
CHST12,6.71546,6.772706,5.843984,5.225052,6.348375,6.280083
KCNG2,1.754395,2.344568,2.521504,2.192785,1.799386,1.862146
KIAA1841,1.365386,1.543157,1.500698,1.690161,1.183886,1.415075
PGBD2,4.744602,4.414201,4.224937,4.086483,3.849897,3.358654
TIMELESS,9.063557,9.151056,9.099157,9.191993,8.478241,8.531864
ANKS6,2.504525,1.685568,1.7832,2.430961,2.645438,1.39808
FOLH1,2.69692,2.546719,2.364084,2.964124,5.076911,5.271916
OXT,1.912583,1.647037,1.718555,1.967519,1.978199,1.880457
C1ORF38,1.934352,2.021331,1.742159,2.97601,1.635587,2.129747
SEC24B,5.220898,5.340112,5.940708,5.95822,5.26864,4.850099
GLB1,8.724385,8.618816,8.443633,8.514221,8.292374,8.347171
SLC4A11,7.196154,7.371885,6.731887,6.558325,5.377046,5.095059
GALNT12,6.956612,7.11626,7.181235,7.285608,3.019601,3.297456
SUV420H2,2.788937,2.337972,2.70829,3.061011,3.170648,3.291119
LOC151121,2.363329,2.78033,1.832759,2.445577,1.93802,1.379998
NCSTN,9.485222,9.658049,9.164749,9.375666,10.197063,10.366508
CSTF1,3.126014,3.409288,2.625686,3.53379,1.950227,2.019619
COLEC11,3.425212,2.787467,3.1796,2.515799,2.885069,3.114069
CIAPIN1,7.236451,7.207694,7.241397,7.1069,6.97038,6.807405
CAV2,5.93446,5.532301,3.667955,4.839556,1.704955,2.370428
MASP2,1.66375,2.158427,1.872131,1.565496,2.100383,2.200911
WDSUB1,6.615832,6.624038,6.601786,6.795467,5.619352,5.72007
OR13C3,1.732152,2.1186,1.79788,2.254159,2.160856,2.217466
DGKD,2.728973,2.296306,2.467265,2.492713,3.21998,3.792939
NBR1,4.52794,3.977014,3.792939,4.246439,1.870601,1.837769
MCEE,7.015275,7.007779,6.696109,6.948786,6.647998,6.577549
IRX1,3.296143,3.480745,3.979174,3.72614,3.699734,4.146546
SDAD1,9.564233,9.435424,9.667754,9.630487,8.817382,8.769229
MAPK11,2.510551,3.418624,3.341046,2.780951,6.559417,6.532951
ANKFY1,2.661144,3.425575,2.123633,2.34185,2.907602,4.125227
GJB5,1.330264,2.454774,1.967029,2.354383,2.450264,1.999937
SLC22A11,2.10347,1.571055,1.582651,2.003442,2.654638,1.656574
WDR22,5.403136,5.458776,6.2871,6.179124,7.788203,7.866617
NUDT16L1,7.607126,7.622079,7.588045,7.457094,8.1026,8.057182
NIFUN,6.787059,6.94993,6.695442,6.938411,6.359481,6.560027
GPM6B,8.494095,8.312722,9.293237,9.183694,12.044662,12.03653
FTHL17,2.057373,1.63768,1.668077,3.032087,2.299943,2.12652
SLC7A9,4.116373,4.260867,3.127935,4.14706,5.008362,4.939489
FAM98A,8.566231,8.67884,8.448501,8.234054,6.742438,6.731887
DDX21,9.716884,9.644202,9.799088,9.681817,8.043504,8.163031
FLJ20433,1.978199,1.503069,2.510945,1.968009,3.516299,3.146028
LPAL2,2.19742,1.830937,2.223331,1.312123,1.741149,1.994455
F13B,1.513537,2.573351,1.621438,1.287775,2.191069,2.294619
MGC33846,5.249979,5.006343,5.335933,5.557192,10.82321,10.77207
PKD1L2,1.673502,1.912458,2.070916,2.984102,1.51323,1.949494
HIVEP1,6.137517,6.133241,6.229416,6.062275,5.272733,5.184977
KIF1B,8.748099,8.541919,9.367478,9.104771,10.402452,10.305055
MAP3K9,5.145967,4.665619,5.068293,4.921799,2.897522,2.435989
HOP,1.637455,2.119647,1.464546,2.812357,7.541206,7.54397
DPH1,3.477021,3.27725,3.084957,3.898027,4.474624,4.541725
GUCA2B,1.796224,1.629531,2.04868,2.106114,2.110683,2.030882
ST8SIA5,5.324151,4.727507,4.170593,4.733534,8.228971,8.260806
CENTG1,2.171975,1.797985,1.504028,1.962554,2.675506,2.272525
CDC42SE2,4.601792,5.119935,4.939084,4.878871,3.98217,2.271147
FLJ36888,4.3104,4.352944,3.47948,3.731365,4.563054,4.719983
FBXW11,1.429649,2.424087,1.732152,1.884072,1.653962,2.129061
DHX38,6.570179,6.616277,6.531647,6.360922,6.229416,5.927163
TMEM30A,6.351001,6.29945,5.729606,6.079193,7.249175,7.35606
PIWIL3,1.706077,2.04868,2.389212,1.897882,1.766056,1.904704
KLK8,1.577093,1.696318,2.308206,1.86118,2.428463,1.777131
NMBR,1.699796,2.232974,2.100732,2.225592,2.514752,1.94055
KRT1,1.665505,2.691109,2.031872,2.082397,2.372726,1.762072
UNG,5.07791,4.986706,5.148665,5.341452,2.001898,1.919373
KATNB1,7.33229,7.429714,7.48198,7.553769,7.404645,7.29448
SLC11A1,1.37113,2.156295,1.097339,1.253526,1.582651,1.388933
FLJ37440,1.985911,2.865067,2.55072,1.951753,5.9496,6.15545
OSTN,1.526118,1.804731,1.987503,2.412272,1.368885,1.902359
NPNT,3.290343,2.90168,1.811239,1.870798,4.56555,4.48619
HTR2B,2.322686,1.727083,3.184851,2.055961,1.474435,2.380421
RAB14,1.701342,1.944874,2.349772,2.901984,3.916579,2.709417
KCNJ8,3.512576,3.599347,3.029976,2.890658,6.782443,6.862536
HRIHFB2122,8.05576,8.088265,8.377955,8.35361,8.715605,8.563376
RHBDF2,3.134163,2.769127,3.223034,3.125634,1.915995,1.755751
OSBPL3,2.822385,2.798742,3.393724,4.225691,2.54987,3.536165
CYP4A11,2.237606,2.478706,1.654587,1.95932,1.811921,1.943996
FLJ13946,4.018267,4.314798,4.434386,3.724264,4.603802,5.197528
NISCH,9.004728,9.040041,8.836439,8.823076,8.667476,8.787433
EFEMP1,4.005336,4.906452,2.933021,4.427655,1.805581,2.397297
OR2T3,1.339926,1.898358,1.806034,1.392353,1.601626,1.618162
UTP15,5.765699,5.771689,5.732578,5.936261,5.15125,5.325559
VMO1,2.241218,2.739248,2.195114,2.74917,2.535303,3.318687
KLF2,3.714027,3.576109,2.756885,3.527468,5.694434,5.403136
METTL2B,2.973099,2.47907,3.344784,1.995148,2.62349,2.406262
CNOT4,4.024508,3.838999,4.036829,3.947199,3.68081,3.500123
BCKDHA,7.737782,7.65719,7.622079,7.913892,7.478995,7.540132
NOX4,5.584218,5.483395,5.304043,5.134842,4.937463,5.086392
COPS5,10.023513,9.979081,9.772583,9.862722,9.767559,9.860852
HCAP-H2,5.101212,5.160004,4.403754,4.692933,5.393396,5.579915
CIB3,2.464748,2.758874,2.766176,1.95356,3.080507,2.725625
PHF17,8.416447,8.614546,8.280038,8.459573,6.338182,6.31958
PRPF4B,5.06335,5.453033,5.259243,4.971412,5.296042,5.492609
MMP8,1.455525,1.639845,2.098038,1.485989,1.675712,1.569926
ME1,5.34424,5.037323,5.677823,5.64207,5.530498,5.53884
ELL,5.989059,5.94193,6.138277,5.777031,5.842869,5.912676
SUB1,7.904703,8.050669,7.782894,8.116858,8.295547,8.284577
DEFB106A,1.796687,1.495251,2.428645,1.775098,1.524359,1.664659
GLT6D1,3.287512,3.860868,2.226958,3.344353,2.059012,2.208368
LIAS,7.142711,6.846497,6.907331,6.695902,5.341776,5.236115
THBS4,7.204856,7.298294,7.722546,7.733065,7.811931,7.939206
SH3PX3,6.088225,6.301976,5.995079,5.866323,6.070587,6.031624
DLL3,6.237268,6.34179,6.940051,6.77366,9.296992,9.318312
GLIS1,1.488085,1.830018,2.502643,1.20699,1.702652,1.36502
ITPR2,3.787352,4.092068,3.959569,3.134879,6.178654,6.08921
ARHGAP10,5.756227,5.945563,5.832294,5.411274,2.522384,3.330153
KIAA0773,4.681205,5.144131,5.218998,5.479553,6.738599,6.562407
C18ORF22,5.719329,5.865941,6.166269,6.554403,5.903598,5.710132
RSAFD1,6.68896,6.724181,6.635217,6.685765,6.405419,6.429449
OR1L1,1.765946,1.995537,1.982912,1.999596,2.132122,1.619549
PROSAPIP1,5.928855,6.000164,5.998964,5.376522,5.773168,5.471489
GC,2.025724,1.81942,2.440414,2.472512,1.912458,1.438693
MLL3,4.045074,3.772202,4.762515,4.911099,4.563667,4.631615
PLK1,6.572935,6.264354,7.251632,7.273912,6.157874,6.171775
AEBP1,6.63723,6.907331,6.521459,6.247122,7.44997,7.438381
FRAT1,3.725035,3.71945,4.556614,4.544823,2.303215,3.4723
GSTM3,3.008509,1.808309,1.724526,2.362586,5.092797,4.886499
CHRNB3,2.604605,2.786811,3.006402,2.796145,2.362908,3.470235
IQCH,1.645462,2.589993,2.354544,2.943276,1.9991,1.505873
C1ORF77,8.468053,8.479126,8.746427,8.74891,8.068824,8.043504
GNMT,2.11583,2.306953,1.513927,2.182613,3.254494,2.947152
PLEKHG4,4.368992,4.217097,5.302168,5.50304,2.547093,1.724526
CALR,8.951916,9.15036,8.453561,8.411008,8.766067,8.698251
ZNF555,3.188893,2.421682,2.545458,3.529069,2.66527,2.225419
RFT1,1.85933,2.078828,2.175749,1.802964,3.054316,1.757957
KCNV1,2.287434,2.90325,2.24595,1.787159,2.152893,1.77981
POU2F2,3.148499,2.010385,1.402388,2.152893,1.154867,1.380672
VGCNL1,1.997166,1.642689,1.661662,1.91204,2.358431,2.084011
CDC42EP3,2.992144,2.990359,2.823007,3.038213,3.03311,2.669293
ANGEL2,8.464804,8.429676,8.484083,8.383777,8.574803,8.557096
PSMC1,10.777871,10.721887,10.844365,10.836229,11.033132,11.038613
KIAA1189,1.185711,2.088974,2.380897,1.67085,2.175019,1.309788
AMHR2,3.90065,4.028415,2.607545,3.205838,1.976665,1.52964
PLCB4,2.554179,2.421978,1.721999,2.767389,2.117119,3.230523
PDXP,8.820344,8.733036,8.941687,9.052813,9.63872,9.66363
LENEP,1.842533,1.643623,1.390576,1.745062,1.414509,1.705323
UNQ739,2.548658,2.816369,2.504655,2.002559,2.511517,2.498321
